version              n    time(s)  Normalized(ns)
ver3d_local \t   05000  0.0303   1.2106 
ver3d_local \t   05000  0.0311   1.2456 
ver3d_local \t   05000  0.0316   1.2639 
ver3d_local \t   05000  0.0279   1.1154 
ver3d_local \t   05000  0.0320   1.2810 
ver3d_local \t   05000  0.0301   1.2049 
ver3d_local \t   05000  0.0319   1.2761 
ver3d_local \t   05000  0.0300   1.2019 
ver3d_local \t   05000  0.0315   1.2617 
ver3d_local \t   05000  0.0291   1.1639 
ver3d_local \t   05000  0.0287   1.1470 
ver3d_local \t   05000  0.0308   1.2308 
ver3d_local \t   05000  0.0306   1.2243 
ver3d_local \t   05000  0.0282   1.1288 
ver3d_local \t   05000  0.0311   1.2428 
ver3d_local \t   05000  0.0305   1.2202 
ver3d_local \t   05000  0.0287   1.1464 
ver3d_local \t   05000  0.0292   1.1675 
ver3d_local \t   05000  0.0297   1.1861 
ver3d_local \t   05000  0.0282   1.1299 
ver3d_local \t   05000  0.0279   1.1170 
ver3d_local \t   05000  0.0304   1.2145 
ver3d_local \t   05000  0.0322   1.2894 
ver3d_local \t   05000  0.0277   1.1092 
ver3d_local \t   05000  0.0298   1.1931 
ver3d_local \t   05000  0.0291   1.1652 
ver3d_local \t   05000  0.0309   1.2344 
ver3d_local \t   05000  0.0301   1.2045 
ver3d_local \t   05000  0.0295   1.1816 
ver3d_local \t   05000  0.0311   1.2432 
ver3d_local \t   05000  0.0303   1.2124 
ver3d_local \t   05000  0.0298   1.1915 
ver3d_local \t   05000  0.0314   1.2565 
ver3d_local \t   05000  0.0306   1.2248 
ver3d_local \t   05000  0.0308   1.2309 
ver3d_local \t   05000  0.0291   1.1642 
ver3d_local \t   05000  0.0286   1.1439 
ver3d_local \t   05000  0.0276   1.1031 
ver3d_local \t   05000  0.0306   1.2228 
ver3d_local \t   05000  0.0309   1.2377 
ver3d_local \t   05000  0.0283   1.1332 
ver3d_local \t   05000  0.0298   1.1916 


ver4f_local \t   00350  0.0002   2.0245 
ver4f_local \t   00350  0.0002   1.5265 
ver4f_local \t   00350  0.0002   1.6408 
ver4f_local \t   00350  0.0002   1.5429 
ver4f_local \t   00350  0.0002   1.5837 
ver4f_local \t   00350  0.0002   1.5347 
ver4f_local \t   00350  0.0002   1.5918 
ver4f_local \t   00350  0.0002   1.6898 
ver4f_local \t   00350  0.0002   1.6245 
ver4f_local \t   00350  0.0002   1.6245 
ver4f_local \t   00350  0.0002   1.6245 
ver4f_local \t   00350  0.0002   1.6163 
ver4f_local \t   00350  0.0002   1.6082 
ver4f_local \t   00350  0.0002   1.6408 
ver4f_local \t   00350  0.0002   1.6816 
ver4f_local \t   00350  0.0002   1.5918 
ver4f_local \t   00350  0.0002   1.6245 
ver4f_local \t   00350  0.0002   1.6327 
ver4f_local \t   00350  0.0003   2.1061 
ver4f_local \t   00350  0.0002   1.6082 


ver2d_local \t   00350  0.0004   3.6653 
ver2d_local \t   00350  0.0004   3.3143 
ver2d_local \t   00350  0.0004   3.2245 
ver2d_local \t   00350  0.0005   3.9020 
ver2d_local \t   00350  0.0004   3.2327 
ver2d_local \t   00350  0.0004   3.2408 
ver2d_local \t   00350  0.0004   3.2245 
ver2d_local \t   00350  0.0004   3.2245 
ver2d_local \t   00350  0.0004   3.2163 
ver2d_local \t   00350  0.0004   3.2245 
ver2d_local \t   00350  0.0004   3.2653 
ver2d_local \t   00350  0.0004   3.2245 
ver2d_local \t   00350  0.0004   3.2163 
ver2d_local \t   00350  0.0004   3.2245 
ver2d_local \t   00350  0.0004   3.2245 
ver2d_local \t   00350  0.0004   3.2163 
ver2d_local \t   00350  0.0004   3.2245 
ver2d_local \t   00350  0.0004   3.2245 
ver2d_local \t   00350  0.0011   9.3061 
ver2d_local \t   00350  0.0011   8.6122 
ver2d_local \t   00350  0.0005   4.0980 
ver2d_local \t   00350  0.0004   3.3959 
ver2d_local \t   00350  0.0005   4.1469 
ver2d_local \t   00350  0.0005   4.0408 
ver2d_local \t   00350  0.0004   3.3878 
ver2d_local \t   00350  0.0004   3.2653 
ver2d_local \t   00350  0.0004   3.2653 
ver2d_local \t   00350  0.0004   3.3143 
ver2d_local \t   00350  0.0005   3.7224 
ver2d_local \t   00350  0.0005   4.1061 
ver2d_local \t   00350  0.0004   3.6245 
ver2d_local \t   00350  0.0004   3.4939 
ver2d_local \t   00350  0.0004   3.2816 
ver2d_local \t   00350  0.0004   3.3714 
ver2d_local \t   00350  0.0004   3.3143 
ver2d_local \t   00350  0.0005   3.9429 
ver2d_local \t   00350  0.0005   3.8204 
ver2d_local \t   00350  0.0004   3.5918 
ver2d_local \t   00350  0.0004   3.4857 
ver2d_local \t   00350  0.0004   3.6653 
ver2d_local \t   00350  0.0005   3.8367 
ver2d_local \t   00350  0.0004   3.2327 
ver2d_local \t   00350  0.0004   3.6163 
ver2d_local \t   00350  0.0005   3.7388 
ver2d_local \t   00350  0.0004   3.4531 
ver2d_local \t   00350  0.0004   3.5020 
ver2d_local \t   00350  0.0004   3.5837 
ver2d_local \t   00350  0.0004   3.4204 
ver2d_local \t   00350  0.0004   3.5347 
ver2d_local \t   00350  0.0004   3.4939 


ver4f_local \t   01000  0.0018   1.8470 
ver4f_local \t   01000  0.0018   1.7800 
ver4f_local \t   01000  0.0018   1.8130 
ver4f_local \t   01000  0.0017   1.7480 
ver4f_local \t   01000  0.0018   1.8160 
ver4f_local \t   01000  0.0022   2.1970 
ver4f_local \t   01000  0.0019   1.9410 
ver4f_local \t   01000  0.0019   1.9200 
ver4f_local \t   01000  0.0016   1.6440 
ver4f_local \t   01000  0.0017   1.6930 
ver4f_local \t   01000  0.0018   1.7510 
ver4f_local \t   01000  0.0016   1.5860 
ver4f_local \t   01000  0.0015   1.4580 
ver4f_local \t   01000  0.0014   1.3730 
ver4f_local \t   01000  0.0014   1.3630 
ver4f_local \t   01000  0.0016   1.6200 
ver4f_local \t   01000  0.0017   1.7260 
ver4f_local \t   01000  0.0019   1.8690 
ver4f_local \t   01000  0.0017   1.6900 
ver4f_local \t   01000  0.0028   2.7520 


ver3f_local \t   01000  0.0013   1.2970 
ver3f_local \t   01000  0.0013   1.2550 
ver3f_local \t   01000  0.0013   1.3430 
ver3f_local \t   01000  0.0011   1.1460 
ver3f_local \t   01000  0.0026   2.5500 
ver3f_local \t   01000  0.0015   1.4800 
ver3f_local \t   01000  0.0013   1.3050 
ver3f_local \t   01000  0.0013   1.2560 
ver3f_local \t   01000  0.0013   1.3250 
ver3f_local \t   01000  0.0012   1.1980 
ver3f_local \t   01000  0.0012   1.2210 
ver3f_local \t   01000  0.0016   1.6080 
ver3f_local \t   01000  0.0012   1.2330 
ver3f_local \t   01000  0.0012   1.1980 
ver3f_local \t   01000  0.0012   1.1970 
ver3f_local \t   01000  0.0012   1.1640 
ver3f_local \t   01000  0.0013   1.2700 
ver3f_local \t   01000  0.0011   1.1440 
ver3f_local \t   01000  0.0012   1.1990 
ver3f_local \t   01000  0.0012   1.1790 


ver3f_local \t   04000  0.0182   1.1376 
ver3f_local \t   04000  0.0190   1.1889 
ver3f_local \t   04000  0.0199   1.2448 
ver3f_local \t   04000  0.0202   1.2629 
ver3f_local \t   04000  0.0199   1.2448 
ver3f_local \t   04000  0.0191   1.1954 
ver3f_local \t   04000  0.0182   1.1396 
ver3f_local \t   04000  0.0208   1.2986 
ver3f_local \t   04000  0.0203   1.2674 
ver3f_local \t   04000  0.0189   1.1829 
ver3f_local \t   04000  0.0182   1.1355 
ver3f_local \t   04000  0.0182   1.1368 
ver3f_local \t   04000  0.0195   1.2188 
ver3f_local \t   04000  0.0293   1.8316 
ver3f_local \t   04000  0.0200   1.2471 
ver3f_local \t   04000  0.0233   1.4583 
ver3f_local \t   04000  0.0185   1.1584 
ver3f_local \t   04000  0.0194   1.2101 
ver3f_local \t   04000  0.0197   1.2299 
ver3f_local \t   04000  0.0199   1.2423 


ver3d_local \t   04000  0.0179   1.1169 
ver3d_local \t   04000  0.0178   1.1142 
ver3d_local \t   04000  0.0179   1.1176 
ver3d_local \t   04000  0.0194   1.2112 
ver3d_local \t   04000  0.0198   1.2390 
ver3d_local \t   04000  0.0197   1.2336 
ver3d_local \t   04000  0.0199   1.2459 
ver3d_local \t   04000  0.0204   1.2757 
ver3d_local \t   04000  0.0185   1.1549 
ver3d_local \t   04000  0.0188   1.1765 
ver3d_local \t   04000  0.0211   1.3169 
ver3d_local \t   04000  0.0189   1.1804 
ver3d_local \t   04000  0.0194   1.2147 
ver3d_local \t   04000  0.0184   1.1499 
ver3d_local \t   04000  0.0201   1.2556 
ver3d_local \t   04000  0.0194   1.2107 
ver3d_local \t   04000  0.0227   1.4207 
ver3d_local \t   04000  0.0248   1.5516 
ver3d_local \t   04000  0.0264   1.6484 
ver3d_local \t   04000  0.0244   1.5280 
ver3d_local \t   04000  0.0249   1.5550 
ver3d_local \t   04000  0.0224   1.3972 
ver3d_local \t   04000  0.0233   1.4552 
ver3d_local \t   04000  0.0272   1.6985 
ver3d_local \t   04000  0.0231   1.4421 
ver3d_local \t   04000  0.0217   1.3574 
ver3d_local \t   04000  0.0226   1.4116 
ver3d_local \t   04000  0.0246   1.5374 
ver3d_local \t   04000  0.0244   1.5279 
ver3d_local \t   04000  0.0235   1.4707 
ver3d_local \t   04000  0.0208   1.2994 
ver3d_local \t   04000  0.0242   1.5129 
ver3d_local \t   04000  0.0198   1.2369 
ver3d_local \t   04000  0.0221   1.3815 
ver3d_local \t   04000  0.0221   1.3804 
ver3d_local \t   04000  0.0300   1.8747 
ver3d_local \t   04000  0.0292   1.8232 
ver3d_local \t   04000  0.0233   1.4547 
ver3d_local \t   04000  0.0201   1.2535 
ver3d_local \t   04000  0.0218   1.3647 
ver3d_local \t   04000  0.0176   1.1023 
ver3d_local \t   04000  0.0175   1.0965 
ver3d_local \t   04000  0.0177   1.1072 
ver3d_local \t   04000  0.0176   1.0986 
ver3d_local \t   04000  0.0185   1.1589 
ver3d_local \t   04000  0.0176   1.0996 
ver3d_local \t   04000  0.0179   1.1163 
ver3d_local \t   04000  0.0178   1.1104 
ver3d_local \t   04000  0.0176   1.1002 
ver3d_local \t   04000  0.0177   1.1047 


ver1f_local \t   03000  0.0294   3.2626 
ver1f_local \t   03000  0.0300   3.3322 
ver1f_local \t   03000  0.0303   3.3650 
ver1f_local \t   03000  0.0304   3.3830 
ver1f_local \t   03000  0.0316   3.5157 
ver1f_local \t   03000  0.0311   3.4517 
ver1f_local \t   03000  0.0297   3.2946 
ver1f_local \t   03000  0.0300   3.3350 
ver1f_local \t   03000  0.0306   3.3978 
ver1f_local \t   03000  0.0297   3.2997 
ver1f_local \t   03000  0.0300   3.3278 
ver1f_local \t   03000  0.0318   3.5306 
ver1f_local \t   03000  0.0297   3.2963 
ver1f_local \t   03000  0.0300   3.3356 
ver1f_local \t   03000  0.0298   3.3072 
ver1f_local \t   03000  0.0298   3.3117 
ver1f_local \t   03000  0.0301   3.3399 
ver1f_local \t   03000  0.0300   3.3331 
ver1f_local \t   03000  0.0299   3.3191 
ver1f_local \t   03000  0.0294   3.2652 


ver1f_local \t   00250  0.0002   3.2800 
ver1f_local \t   00250  0.0003   4.4480 
ver1f_local \t   00250  0.0002   3.2480 
ver1f_local \t   00250  0.0002   3.2320 
ver1f_local \t   00250  0.0002   3.2160 
ver1f_local \t   00250  0.0002   3.2480 
ver1f_local \t   00250  0.0002   3.4720 
ver1f_local \t   00250  0.0002   3.2320 
ver1f_local \t   00250  0.0002   3.2160 
ver1f_local \t   00250  0.0002   3.2960 
ver1f_local \t   00250  0.0002   3.2960 
ver1f_local \t   00250  0.0002   3.2800 
ver1f_local \t   00250  0.0002   3.2320 
ver1f_local \t   00250  0.0002   3.2960 
ver1f_local \t   00250  0.0002   3.2320 
ver1f_local \t   00250  0.0002   3.2960 
ver1f_local \t   00250  0.0002   3.2800 
ver1f_local \t   00250  0.0002   3.3120 
ver1f_local \t   00250  0.0002   3.2160 
ver1f_local \t   00250  0.0002   3.2320 


ver2f_local \t   00500  0.0009   3.7120 
ver2f_local \t   00500  0.0009   3.4600 
ver2f_local \t   00500  0.0008   3.2960 
ver2f_local \t   00500  0.0009   3.6160 
ver2f_local \t   00500  0.0009   3.4840 
ver2f_local \t   00500  0.0009   3.5320 
ver2f_local \t   00500  0.0009   3.4520 
ver2f_local \t   00500  0.0008   3.3120 
ver2f_local \t   00500  0.0008   3.1880 
ver2f_local \t   00500  0.0009   3.7000 
ver2f_local \t   00500  0.0009   3.4320 
ver2f_local \t   00500  0.0009   3.6280 
ver2f_local \t   00500  0.0009   3.4120 
ver2f_local \t   00500  0.0009   3.4120 
ver2f_local \t   00500  0.0009   3.4960 
ver2f_local \t   00500  0.0010   3.9280 
ver2f_local \t   00500  0.0009   3.4720 
ver2f_local \t   00500  0.0008   3.3640 
ver2f_local \t   00500  0.0009   3.4240 
ver2f_local \t   00500  0.0008   3.2240 


ver3d_local \t   06000  0.0446   1.2380 
ver3d_local \t   06000  0.0546   1.5178 
ver3d_local \t   06000  0.0501   1.3904 
ver3d_local \t   06000  0.0485   1.3474 
ver3d_local \t   06000  0.0465   1.2928 
ver3d_local \t   06000  0.0458   1.2710 
ver3d_local \t   06000  0.0446   1.2387 
ver3d_local \t   06000  0.0424   1.1770 
ver3d_local \t   06000  0.0395   1.0966 
ver3d_local \t   06000  0.0403   1.1185 
ver3d_local \t   06000  0.0482   1.3382 
ver3d_local \t   06000  0.0487   1.3536 
ver3d_local \t   06000  0.0422   1.1731 
ver3d_local \t   06000  0.0429   1.1912 
ver3d_local \t   06000  0.0441   1.2256 
ver3d_local \t   06000  0.0397   1.1017 
ver3d_local \t   06000  0.0404   1.1220 
ver3d_local \t   06000  0.0435   1.2073 
ver3d_local \t   06000  0.0445   1.2358 
ver3d_local \t   06000  0.0442   1.2289 
ver3d_local \t   06000  0.0446   1.2387 
ver3d_local \t   06000  0.0422   1.1729 
ver3d_local \t   06000  0.0432   1.1986 
ver3d_local \t   06000  0.0414   1.1513 
ver3d_local \t   06000  0.0442   1.2290 
ver3d_local \t   06000  0.0432   1.1996 
ver3d_local \t   06000  0.0406   1.1274 
ver3d_local \t   06000  0.0435   1.2093 
ver3d_local \t   06000  0.0414   1.1503 
ver3d_local \t   06000  0.0434   1.2044 
ver3d_local \t   06000  0.0421   1.1705 
ver3d_local \t   06000  0.0415   1.1515 
ver3d_local \t   06000  0.0447   1.2414 
ver3d_local \t   06000  0.0486   1.3499 
ver3d_local \t   06000  0.0438   1.2167 
ver3d_local \t   06000  0.0416   1.1559 
ver3d_local \t   06000  0.0405   1.1244 
ver3d_local \t   06000  0.0394   1.0958 
ver3d_local \t   06000  0.0396   1.1012 
ver3d_local \t   06000  0.0396   1.1002 
ver3d_local \t   06000  0.0395   1.0980 
ver3d_local \t   06000  0.0408   1.1326 
ver3d_local \t   06000  0.0452   1.2549 
ver3d_local \t   06000  0.0416   1.1563 
ver3d_local \t   06000  0.0441   1.2245 
ver3d_local \t   06000  0.0427   1.1873 
ver3d_local \t   06000  0.0426   1.1846 
ver3d_local \t   06000  0.0427   1.1856 
ver3d_local \t   06000  0.0443   1.2319 
ver3d_local \t   06000  0.0447   1.2425 


ver4d_local \t   00500  0.0007   2.7800 
ver4d_local \t   00500  0.0007   2.7040 
ver4d_local \t   00500  0.0007   2.7480 
ver4d_local \t   00500  0.0007   2.6880 
ver4d_local \t   00500  0.0006   2.4720 
ver4d_local \t   00500  0.0006   2.4760 
ver4d_local \t   00500  0.0007   2.6680 
ver4d_local \t   00500  0.0007   2.7440 
ver4d_local \t   00500  0.0007   2.6960 
ver4d_local \t   00500  0.0007   2.7520 
ver4d_local \t   00500  0.0007   2.8280 
ver4d_local \t   00500  0.0008   3.1400 
ver4d_local \t   00500  0.0009   3.6400 
ver4d_local \t   00500  0.0007   2.9560 
ver4d_local \t   00500  0.0008   3.0120 
ver4d_local \t   00500  0.0005   1.8360 
ver4d_local \t   00500  0.0005   2.0960 
ver4d_local \t   00500  0.0003   1.2880 
ver4d_local \t   00500  0.0003   1.2680 
ver4d_local \t   00500  0.0003   1.2360 
ver4d_local \t   00500  0.0004   1.7720 
ver4d_local \t   00500  0.0006   2.2120 
ver4d_local \t   00500  0.0004   1.4160 
ver4d_local \t   00500  0.0003   1.2560 
ver4d_local \t   00500  0.0003   1.2320 
ver4d_local \t   00500  0.0004   1.4360 
ver4d_local \t   00500  0.0005   1.8200 
ver4d_local \t   00500  0.0003   1.2480 
ver4d_local \t   00500  0.0003   1.3600 
ver4d_local \t   00500  0.0003   1.2440 
ver4d_local \t   00500  0.0005   1.8880 
ver4d_local \t   00500  0.0005   2.1880 
ver4d_local \t   00500  0.0003   1.2720 
ver4d_local \t   00500  0.0004   1.4840 
ver4d_local \t   00500  0.0005   1.8680 
ver4d_local \t   00500  0.0003   1.2280 
ver4d_local \t   00500  0.0003   1.2000 
ver4d_local \t   00500  0.0003   1.2000 
ver4d_local \t   00500  0.0003   1.2160 
ver4d_local \t   00500  0.0003   1.3200 
ver4d_local \t   00500  0.0003   1.3000 
ver4d_local \t   00500  0.0003   1.2000 
ver4d_local \t   00500  0.0003   1.2200 
ver4d_local \t   00500  0.0003   1.3760 
ver4d_local \t   00500  0.0003   1.2080 
ver4d_local \t   00500  0.0005   2.1040 
ver4d_local \t   00500  0.0006   2.5680 
ver4d_local \t   00500  0.0008   3.2720 
ver4d_local \t   00500  0.0007   2.6800 
ver4d_local \t   00500  0.0008   3.0040 


ver2f_local \t   07000  0.4655   9.4992 
ver2f_local \t   07000  0.4673   9.5366 
ver2f_local \t   07000  0.4935   10.0714 
ver2f_local \t   07000  0.4854   9.9070 
ver2f_local \t   07000  0.4636   9.4604 
ver2f_local \t   07000  0.4806   9.8082 
ver2f_local \t   07000  0.4754   9.7030 
ver2f_local \t   07000  0.4643   9.4754 
ver2f_local \t   07000  0.4620   9.4296 
ver2f_local \t   07000  0.4493   9.1693 
ver2f_local \t   07000  0.4590   9.3666 
ver2f_local \t   07000  0.4604   9.3955 
ver2f_local \t   07000  0.4584   9.3547 
ver2f_local \t   07000  0.4957   10.1156 
ver2f_local \t   07000  0.4542   9.2697 
ver2f_local \t   07000  0.4655   9.5005 
ver2f_local \t   07000  0.4820   9.8362 
ver2f_local \t   07000  0.4456   9.0930 
ver2f_local \t   07000  0.4549   9.2842 
ver2f_local \t   07000  0.4603   9.3934 


ver4f_local \t   06000  0.1711   4.7539 
ver4f_local \t   06000  0.1715   4.7631 
ver4f_local \t   06000  0.1767   4.9080 
ver4f_local \t   06000  0.1812   5.0344 
ver4f_local \t   06000  0.1810   5.0287 
ver4f_local \t   06000  0.1742   4.8393 
ver4f_local \t   06000  0.1757   4.8809 
ver4f_local \t   06000  0.1719   4.7746 
ver4f_local \t   06000  0.1775   4.9293 
ver4f_local \t   06000  0.1864   5.1779 
ver4f_local \t   06000  0.2002   5.5599 
ver4f_local \t   06000  0.1842   5.1167 
ver4f_local \t   06000  0.1754   4.8735 
ver4f_local \t   06000  0.1668   4.6325 
ver4f_local \t   06000  0.1699   4.7190 
ver4f_local \t   06000  0.1683   4.6752 
ver4f_local \t   06000  0.1713   4.7596 
ver4f_local \t   06000  0.1757   4.8805 
ver4f_local \t   06000  0.1785   4.9586 
ver4f_local \t   06000  0.1906   5.2948 


ver2d_local \t   00250  0.0002   3.5040 
ver2d_local \t   00250  0.0002   3.5520 
ver2d_local \t   00250  0.0002   3.3280 
ver2d_local \t   00250  0.0002   3.2160 
ver2d_local \t   00250  0.0002   3.2320 
ver2d_local \t   00250  0.0002   3.2160 
ver2d_local \t   00250  0.0002   3.2320 
ver2d_local \t   00250  0.0002   3.3280 
ver2d_local \t   00250  0.0003   4.4800 
ver2d_local \t   00250  0.0002   3.6640 
ver2d_local \t   00250  0.0002   3.3440 
ver2d_local \t   00250  0.0002   3.2160 
ver2d_local \t   00250  0.0002   3.2640 
ver2d_local \t   00250  0.0002   3.5360 
ver2d_local \t   00250  0.0002   3.3120 
ver2d_local \t   00250  0.0002   3.2160 
ver2d_local \t   00250  0.0002   3.2320 
ver2d_local \t   00250  0.0002   3.2320 
ver2d_local \t   00250  0.0002   3.2160 
ver2d_local \t   00250  0.0002   3.2800 
ver2d_local \t   00250  0.0002   3.3280 
ver2d_local \t   00250  0.0002   3.2320 
ver2d_local \t   00250  0.0002   3.3920 
ver2d_local \t   00250  0.0002   3.2320 
ver2d_local \t   00250  0.0002   3.2320 
ver2d_local \t   00250  0.0002   3.5200 
ver2d_local \t   00250  0.0002   3.2160 
ver2d_local \t   00250  0.0002   3.2640 
ver2d_local \t   00250  0.0002   3.2320 
ver2d_local \t   00250  0.0002   3.2320 
ver2d_local \t   00250  0.0002   3.3600 
ver2d_local \t   00250  0.0002   3.2320 
ver2d_local \t   00250  0.0002   3.3280 
ver2d_local \t   00250  0.0002   3.2320 
ver2d_local \t   00250  0.0002   3.2320 
ver2d_local \t   00250  0.0002   3.2960 
ver2d_local \t   00250  0.0002   3.3280 
ver2d_local \t   00250  0.0002   3.2800 
ver2d_local \t   00250  0.0002   3.2960 
ver2d_local \t   00250  0.0002   3.2320 
ver2d_local \t   00250  0.0002   3.3120 
ver2d_local \t   00250  0.0002   3.3600 
ver2d_local \t   00250  0.0002   3.2960 
ver2d_local \t   00250  0.0002   3.2800 
ver2d_local \t   00250  0.0002   3.2320 
ver2d_local \t   00250  0.0002   3.2160 
ver2d_local \t   00250  0.0003   4.2080 
ver2d_local \t   00250  0.0002   3.2800 
ver2d_local \t   00250  0.0002   3.2160 
ver2d_local \t   00250  0.0002   3.2320 


ver3f_local \t   00350  0.0002   1.5184 
ver3f_local \t   00350  0.0001   1.0939 
ver3f_local \t   00350  0.0002   1.2408 
ver3f_local \t   00350  0.0001   1.0939 
ver3f_local \t   00350  0.0001   1.0857 
ver3f_local \t   00350  0.0002   1.3878 
ver3f_local \t   00350  0.0001   1.0939 
ver3f_local \t   00350  0.0001   1.1429 
ver3f_local \t   00350  0.0001   1.0857 
ver3f_local \t   00350  0.0001   1.0857 
ver3f_local \t   00350  0.0001   1.0857 
ver3f_local \t   00350  0.0001   1.1837 
ver3f_local \t   00350  0.0001   1.1184 
ver3f_local \t   00350  0.0001   1.0857 
ver3f_local \t   00350  0.0001   1.0857 
ver3f_local \t   00350  0.0001   1.0857 
ver3f_local \t   00350  0.0001   1.0857 
ver3f_local \t   00350  0.0001   1.0776 
ver3f_local \t   00350  0.0001   1.0857 
ver3f_local \t   00350  0.0001   1.1184 


ver2d_local \t   01000  0.0043   4.2780 
ver2d_local \t   01000  0.0043   4.2520 
ver2d_local \t   01000  0.0041   4.1420 
ver2d_local \t   01000  0.0057   5.6600 
ver2d_local \t   01000  0.0046   4.6100 
ver2d_local \t   01000  0.0043   4.2770 
ver2d_local \t   01000  0.0042   4.1810 
ver2d_local \t   01000  0.0045   4.5180 
ver2d_local \t   01000  0.0045   4.4570 
ver2d_local \t   01000  0.0042   4.1530 
ver2d_local \t   01000  0.0044   4.4140 
ver2d_local \t   01000  0.0045   4.4570 
ver2d_local \t   01000  0.0043   4.2740 
ver2d_local \t   01000  0.0043   4.2640 
ver2d_local \t   01000  0.0043   4.3350 
ver2d_local \t   01000  0.0042   4.1650 
ver2d_local \t   01000  0.0045   4.4620 
ver2d_local \t   01000  0.0044   4.4460 
ver2d_local \t   01000  0.0045   4.5250 
ver2d_local \t   01000  0.0044   4.4390 
ver2d_local \t   01000  0.0045   4.5230 
ver2d_local \t   01000  0.0045   4.4970 
ver2d_local \t   01000  0.0049   4.9130 
ver2d_local \t   01000  0.0042   4.2310 
ver2d_local \t   01000  0.0043   4.3030 
ver2d_local \t   01000  0.0043   4.2580 
ver2d_local \t   01000  0.0050   4.9560 
ver2d_local \t   01000  0.0044   4.3710 
ver2d_local \t   01000  0.0042   4.2260 
ver2d_local \t   01000  0.0048   4.8070 
ver2d_local \t   01000  0.0043   4.3170 
ver2d_local \t   01000  0.0047   4.6770 
ver2d_local \t   01000  0.0044   4.3740 
ver2d_local \t   01000  0.0072   7.2010 
ver2d_local \t   01000  0.0046   4.6480 
ver2d_local \t   01000  0.0042   4.2040 
ver2d_local \t   01000  0.0045   4.4710 
ver2d_local \t   01000  0.0042   4.1870 
ver2d_local \t   01000  0.0043   4.2580 
ver2d_local \t   01000  0.0045   4.5150 
ver2d_local \t   01000  0.0042   4.1710 
ver2d_local \t   01000  0.0046   4.6150 
ver2d_local \t   01000  0.0048   4.8300 
ver2d_local \t   01000  0.0046   4.5640 
ver2d_local \t   01000  0.0044   4.4200 
ver2d_local \t   01000  0.0043   4.2670 
ver2d_local \t   01000  0.0041   4.1060 
ver2d_local \t   01000  0.0045   4.5090 
ver2d_local \t   01000  0.0042   4.2090 
ver2d_local \t   01000  0.0041   4.0800 


ver1d_local \t   02000  0.0131   3.2668 
ver1d_local \t   02000  0.0132   3.3075 
ver1d_local \t   02000  0.0135   3.3737 
ver1d_local \t   02000  0.0137   3.4358 
ver1d_local \t   02000  0.0133   3.3342 
ver1d_local \t   02000  0.0132   3.2965 
ver1d_local \t   02000  0.0131   3.2630 
ver1d_local \t   02000  0.0139   3.4823 
ver1d_local \t   02000  0.0144   3.5905 
ver1d_local \t   02000  0.0130   3.2610 
ver1d_local \t   02000  0.0129   3.2325 
ver1d_local \t   02000  0.0129   3.2342 
ver1d_local \t   02000  0.0130   3.2447 
ver1d_local \t   02000  0.0129   3.2348 
ver1d_local \t   02000  0.0129   3.2320 
ver1d_local \t   02000  0.0129   3.2205 
ver1d_local \t   02000  0.0130   3.2407 
ver1d_local \t   02000  0.0131   3.2860 
ver1d_local \t   02000  0.0129   3.2365 
ver1d_local \t   02000  0.0130   3.2410 
ver1d_local \t   02000  0.0132   3.2938 
ver1d_local \t   02000  0.0130   3.2560 
ver1d_local \t   02000  0.0129   3.2240 
ver1d_local \t   02000  0.0129   3.2327 
ver1d_local \t   02000  0.0130   3.2455 
ver1d_local \t   02000  0.0130   3.2382 
ver1d_local \t   02000  0.0131   3.2647 
ver1d_local \t   02000  0.0130   3.2523 
ver1d_local \t   02000  0.0131   3.2753 
ver1d_local \t   02000  0.0131   3.2630 
ver1d_local \t   02000  0.0130   3.2400 
ver1d_local \t   02000  0.0132   3.3075 
ver1d_local \t   02000  0.0130   3.2612 
ver1d_local \t   02000  0.0133   3.3272 
ver1d_local \t   02000  0.0132   3.3112 
ver1d_local \t   02000  0.0136   3.3902 
ver1d_local \t   02000  0.0134   3.3607 
ver1d_local \t   02000  0.0129   3.2298 
ver1d_local \t   02000  0.0129   3.2195 
ver1d_local \t   02000  0.0131   3.2625 
ver1d_local \t   02000  0.0129   3.2190 
ver1d_local \t   02000  0.0129   3.2310 
ver1d_local \t   02000  0.0146   3.6522 
ver1d_local \t   02000  0.0131   3.2795 
ver1d_local \t   02000  0.0134   3.3455 
ver1d_local \t   02000  0.0134   3.3443 
ver1d_local \t   02000  0.0131   3.2700 
ver1d_local \t   02000  0.0137   3.4210 
ver1d_local \t   02000  0.0135   3.3865 
ver1d_local \t   02000  0.0139   3.4777 


ver4d_local \t   00250  0.0001   1.1840 
ver4d_local \t   00250  0.0001   1.1680 
ver4d_local \t   00250  0.0001   1.1520 
ver4d_local \t   00250  0.0001   1.1680 
ver4d_local \t   00250  0.0001   1.1520 
ver4d_local \t   00250  0.0001   1.5360 
ver4d_local \t   00250  0.0001   1.1680 
ver4d_local \t   00250  0.0001   1.1680 
ver4d_local \t   00250  0.0001   1.2800 
ver4d_local \t   00250  0.0001   1.1840 
ver4d_local \t   00250  0.0001   1.1680 
ver4d_local \t   00250  0.0001   1.2160 
ver4d_local \t   00250  0.0001   1.1680 
ver4d_local \t   00250  0.0001   1.1680 
